Sr.,Category,HS Code,Product,Verity,Summary,Short specs,Long Specs
74,Fruits,80910,Fresh Apricot,Robada,The Fresh Apricot variety Robada is a sweet and juicy fruit that is native to the Middle East. It is a popular choice among consumers for its unique flavor and texture. This variety of apricot is in season from late spring to early summer.,"Size: 8-12cm, Shape: oval, Skin Color: orange-yellow, Flesh Color: orange-yellow, Texture: smooth, Weight: 50-70g","Size: 8-12cm, Shape: oval, Skin Color: orange-yellow, Flesh Color: orange-yellow, Texture: smooth, Weight: 50-70g,Scientific name: Prunus armeniaca, Armenia, 9%, 0.4%, Sweet, 1-2, Vitamin C, Shelf life: 3-4 days."
75,Fruits,80910,Fresh Apricot,Amal,The Amal Apricot is a variety of apricot that is grown in the Middle East. The fruit is oval in shape and has a light orange color. The Amal apricot is a very sweet fruit with a soft texture.,"Size: 6-8 cm, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: velvety, Weight: 30-40 g","Size: 6-8 cm, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: velvety, Weight: 30-40 g,Scientific name: Prunus ArmeniacaOrigin: ChinaTSS value: 14.5-15.5Acidity: 0.5-0.8Taste: Sweet and TartSeed: 1-5Ripening Season: April-SeptemberNutritional Value: Vitamin A, Vitamin C, PotassiumShelf life: 3-5 days"
77,Fruits,80910,Fresh Apricot,Proprietary Varieties,"The fruit is a drupe, and its fleshy exterior encloses a hard, stony pit. The flesh inside the pit is orange and exceptionally juicy. The taste is sweet and tart.","Size: 2 to 6 cm, Shape: oval to round, Skin Color: yellow to orange, Flesh Color: yellow to orange, Texture: smooth, slightly gritty, Weight: 20","Size: 2 to 6 cm, Shape: oval to round, Skin Color: yellow to orange, Flesh Color: yellow to orange, Texture: smooth, slightly gritty, Weight: 20,Scientific name: Prunus armeniaca, Origin: Armenia, TSS value: 14%, Acidity: 0.6%, Taste: Sweet, Seed: 1-7, Ripening Season: Late April-May, Nutritional Value: Vitamin C, Shelf life: 3-5 days"
78,Fruits,80910,Fresh Apricot,Earlicot,This apricot variety is known for its sweetness and juiciness. The Earlicot is produced in California and is available in the summer months. This fruit is similar to a peach in terms of sweetness and texture.,"Size: 75-95 mm, Shape: ovate to oval, Skin Color: orange-yellow, Flesh Color: orange, Texture: juicy, Weight: 140-270 g","Size: 75-95 mm, Shape: ovate to oval, Skin Color: orange-yellow, Flesh Color: orange, Texture: juicy, Weight: 140-270 g,Scientific name: Prunus armeniaca, Origin: Hybrid of apricot and plum, TSS value: 10.5-12%, Acidity: 0.8-1.2%, Taste: Sweet, Seed: 1-3, Ripening Season: June-July, Nutritional Value: Beta-carotene, Vitamin C, Potassium, Shelf life: 3-5 days"
80,Fruits,80910,Fresh Apricot,Bebeco,"The Bebeco apricot is a variety that is known for its sweetness and juiciness. This fruit is grown in the mountainous regions of California and is available in the summer months. The Bebeco apricot is similar in taste and texture to a peach, and is a popular choice among apricot lovers.","Size: 8-10, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: soft,Weight: 20-25 g","Size: 8-10, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: soft,Weight: 20-25 g,Scientific name: Prunus armeniaca, Origin: Armenia , TSS value: 9%, Acidity: 0.5%, Taste:Sweet, Seed: Yes, Ripening Season: Late spring, Nutritional Value: Rich in Vitamins, Shelf life: 2-3 days"
81,Fruits,80910,Fresh Apricot,Alpha,"This apricot is high in Vitamin A and has a sweet, tangy flavor. It is grown in California and is in season from May to August. This fruit is often compared to a peach in terms of taste and texture.","Size: 6 to 10 centimeters, Shape: oval, Skin Color: yellow, orange, or red, Flesh Color: orange or yellow, Texture: soft and velvety, Weight: 20-30 g","Size: 6 to 10 centimeters, Shape: oval, Skin Color: yellow, orange, or red, Flesh Color: orange or yellow, Texture: soft and velvety, Weight: 20-30 g,Scientific name: Prunus armeniaca, Origin: Armenia , TSS value: 9%, Acidity: 0.5%, Taste:Sweet, Seed: Yes, Ripening Season: Late spring, Nutritional Value: Rich in Vitamins, Shelf life: 2-3 days"
82,Fruits,80910,Fresh Apricot,Imperial,This apricot variety is grown in California and is in season from May to August. The fruit is large and oval with a yellow-orange flesh that is sweet and aromatic. This apricot variety is great for eating fresh or using in baked goods.,"Size: 3-4 cm, Shape: oval, Skin Color: orange-yellow, Flesh Color: orange, Texture: smooth, juicy, Weight: 20-30 g","Size: 3-4 cm, Shape: oval, Skin Color: orange-yellow, Flesh Color: orange, Texture: smooth, juicy, Weight: 20-30 g,Scientific name: Prunus armeniaca, Origin: Armenia, TSS value: 14%, Acidity: 0.5%, Taste: Sweet, Seed: One, Ripening Season: May to August, Nutritional Value: Vitamin C, Shelf life: 2-3 weeks"
84,Fruits,80910,Fresh Apricot,Lorna,"The Lorna Apricot is a variety of apricot that is known for its sweetness and juiciness. This variety of apricot is grown in the Lorna region of Spain and is in season from July to August. The Lorna Apricot is similar to other apricots in terms of appearance and taste, but is distinguished by its larger size and darker color.","Size: 2.5 cm, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: soft, Weight: 20 g","Size: 2.5 cm, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: soft, Weight: 20 g,Scientific name: Prunus armeniaca, Origin: Turkey, TSS value: 17.5%, Acidity: 0.53%, Taste: Sweet, Seed: One, Ripening Season: Early to mid-season, Nutritional Value: Rich in vitamins A and C, Shelf life: 2-3 weeks: Prunus armeniaca, Origin: Armenia, TSS value: 12%, Acidity: 0.7%, Taste: Sweet and tart, Seed: 1-5, Ripening Season: Late spring to early summer, Nutritional Value: Vitamin C, potassium, dietary fiber, Shelf life: 2-3 days"
89,Fruits,80910,Fresh Apricot,Aurora,"Aurora apricots are grown in California and are in season from May to August. They have a sweet, slightly tart flavor and a soft, smooth texture. Aurora apricots are a favorite among apricot lovers for their excellent flavor and versatility in cooking.","Size: 63 mm, Shape: oval, Skin Color: yellow, Flesh Color: orange, Texture: soft, fleshy, Weight: 22 g","Size: 63 mm, Shape: oval, Skin Color: yellow, Flesh Color: orange, Texture: soft, fleshy, Weight: 22 g,Scientific name: Prunus armeniaca, Origin: Turkey, TSS value: 17.5%, Acidity: 0.53%, Taste: Sweet, Seed: One, Ripening Season: Early to mid-season, Nutritional Value: Rich in vitamins A and C, Shelf life: 2-3 weeks: Prunus armeniaca, Origin: China, TSS value: 17.8%, Acidity: 1.26%, Taste: Sweet, Seed: 1-5, Ripening Season: May-August, Nutritional Value: Vitamin A and C, Shelf life: 3-5 days"
90,Fruits,80910,Fresh Apricot,Tsunami,"The Fresh Apricot Tsunami variety is a delicious, juicy fruit that is perfect for snacking on or using in recipes. This variety is grown in sunny California and is available from late spring through early summer. Fresh apricots have a sweet, slightly tart flavor and are a good source of vitamins A and C.","Size: 2 inches, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: soft and juicy, Weight: 30 grams","Size: 2 inches, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: soft and juicy, Weight: 30 grams,Scientific name: Prunus armeniaca, Origin: Turkey, TSS value: 12-14%, Acidity: 0.8-1.2%, Taste: Sweet, Seed: One, Ripening Season: June to August, Nutritional Value: Vitamin C, A, B1, B2, B6, Shelf life: 3-5 days"
92,Fruits,80910,Fresh Apricot,Spring Gold,The Fresh Apricot variety 'Spring Gold' is a high-quality fruit that is grown in the San Joaquin Valley of California. This fruit is similar to the 'Royal Blenheim' apricot in appearance and taste. The 'Spring Gold' apricot is excellent for canning and baking.,"Size: 2.5 to 3.5 cm, Shape: Oval, Skin Color: Orange-yellow, Flesh Color: Orange, Texture: Slightly soft, juicy, Weight: 20 g","Size: 2.5 to 3.5 cm, Shape: Oval, Skin Color: Orange-yellow, Flesh Color: Orange, Texture: Slightly soft, juicy, Weight: 20 g,Scientific name: Prunus armeniaca, Origin: Turkey, TSS value: 17.5%, Acidity: 0.53%, Taste: Sweet, Seed: One, Ripening Season: Early to mid-season, Nutritional Value: Rich in vitamins A and C, Shelf life: 2-3 weeks"
94,Fruits,80910,Fresh Apricot,Apricot Varieties,"The Apricot Varieties must be in horizontal line and the description can include hilights of this fruit, region of production, seasonality, fruit likeness among consumers, other exciting features of the fruit.These apricots are loved for their delicate, sweet flavor and floral aroma.They have a smooth, velvety texture with just a hint of tartness.Apricots are a great source of vitamins A and C, and they also contain potassium and fiber.","Size: 2-3 cm, Shape: Oval, Skin Color: Orange with red highlights, Flesh Color: Orange, Texture: Juicy and sweet, Weight: 20-30 g","Size: 2-3 cm, Shape: Oval, Skin Color: Orange with red highlights, Flesh Color: Orange, Texture: Juicy and sweet, Weight: 20-30 g,Scientific name: Prunus armeniaca, Origin: Armenia , TSS value: 8-9° Brix, Acidity: 0.4-0.8%, Taste: Sweet, Seed: 1-5, Ripening Season: Late May to early July, Nutritional Value: Vitamin A, Vitamin C, Shelf life: 2-3 days"
97,Fruits,80910,Fresh Apricot,Royal,"The Royal Apricot is a variety of apricot that is known for its sweetness and juiciness. The fruit is grown in the mountainous regions of central Asia, and is harvested in the summer months. The Royal Apricot has a bright orange color, and is often compared to the taste of peach.","Size: 2 inches, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: smooth, Weight: 30 grams","Size: 2 inches, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: smooth, Weight: 30 grams,Scientific name: Prunus armeniaca, Origin: China, TSS value: 14.5-15.5%, Acidity: 0.26-0.40%, Taste: Sweet, Seed: 1-3, Ripening Season: Summer, Nutritional Value: Vitamins A, B1, B2, and C, Shelf life: 2-3 days"
98,Fruits,80910,Fresh Apricot,Goldrich,A Goldrich Apricot is a type of apricot that is yellow-orange in color. The fruit is grown in California and is in season from May to August. Goldrich Apricots have a sweet taste and are often used in pies and jams.,"Size: 70-75 mm, Shape: ovate to oval, Skin Color: orange with a red blush, Flesh Color: orange, Texture: firm and juicy, Weight: 20 g","Size: 70-75 mm, Shape: ovate to oval, Skin Color: orange with a red blush, Flesh Color: orange, Texture: firm and juicy, Weight: 20 g,Scientific name: Prunus armeniacaOrigin: ChinaTSS value: 14-16%Acidity: 0.8-1.2%Taste: Sweet, tartSeed: 1-2Ripening Season: late spring to early summerNutritional Value: Vitamin C, A, niacin, potassiumShelf life: 2-3 days"
99,Fruits,80910,Fresh Apricot,Orange Ruby,Orange Ruby variety of Fresh Apricot is grown in Turkey and is in season from May to September. This fruit is very similar to a peach in taste and appearance and is very popular among consumers. Other exciting features of the fruit include its high vitamin C content and its ability to improve digestion.,"Size: 70 mm, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: smooth, juicy, Weight: 50 g","Size: 70 mm, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: smooth, juicy, Weight: 50 g,Scientific name: Prunus armeniaca, Origin: Armenia , TSS value: 12-17, Acidity: 0.1-0.9%, Taste: Sweet, Seed: One to five, Ripening Season: May to August, Nutritional Value: Vitamin C, A, B1, B2, B6, E, and K, Shelf life: Two to three weeks"
107,Fruits,80910,Fresh Apricot,Rival,The Rival apricot is a variety of apricot that is grown in the United States. This variety is known for its sweetness and its firm flesh. The Rival apricot is also a good source of vitamin C.,"Size: 2.5 to 3.5 cm, Shape: oval to round, Skin Color: orange to yellow, Flesh Color: orange, Texture: smooth, juicy, Weight: 20 g","Size: 2.5 to 3.5 cm, Shape: oval to round, Skin Color: orange to yellow, Flesh Color: orange, Texture: smooth, juicy, Weight: 20 g,Scientific name: Prunus armeniaca, Origin: China, TSS value: 8%, Acidity: 0.7%, Taste: Sweet, Seed: 1-5, Ripening Season: May-July, Nutritional Value: Vitamin A and C, Shelf life: 7-10 days"
113,Fruits,80910,Fresh Apricot,Ammar,The Ammar Fresh Apricot is a variety of apricot that is grown in the Ammar region. This fruit is known for its sweetness and is often eaten fresh. The Ammar apricot is also used in jams and preserves.,"Size: 3-4 cm, Shape: ovate, Skin Color: orange, Flesh Color: orange, Texture: soft, juicy, Weight: 20-30 g","Size: 3-4 cm, Shape: ovate, Skin Color: orange, Flesh Color: orange, Texture: soft, juicy, Weight: 20-30 g,Scientific name: Prunus armeniaca, Origin: Armenia , TSS value: 8-9%, Acidity: 0.4-0.8%, Taste: Sweet and tart, Seed: 1-7, Ripening Season: Late spring to early summer, Nutritional Value: High in vitamins A and C, Shelf life: 7-10 days"
114,Fruits,80910,Fresh Apricot,Tokali,"Apricots are a type of stone fruit that are small and round with a fuzzy outer skin. The flesh of an apricot is orange in color and has a sweet, slightly tart flavor. Apricots are typically in season during the summer months.","Size: 40-70 mm, Shape: oval to spherical, Skin Color: orange to yellow, Flesh Color: orange to yellow, Texture: soft and velvety, Weight: 20","Size: 40-70 mm, Shape: oval to spherical, Skin Color: orange to yellow, Flesh Color: orange to yellow, Texture: soft and velvety, Weight: 20,Scientific name: Prunus armeniacaOrigin: Central AsiaTSS value: 8-9%Acidity: 0.5-1.5%Taste: SweetSeed: One to threeRipening Season: Late spring to early summerNutritional Value: Vitamin C, A, copper, and potassiumShelf life: 3-5 days"
117,Fruits,80910,Fresh Apricot,Desert Apricot,"The Desert Apricot is a small, round fruit with a smooth, orange exterior and a juicy, sweet interior. This variety of apricot is grown in arid regions of the world, such as the deserts of California and Arizona. Desert Apricots are in season from May to August.","Size: 2-4 cm, Shape: oval, Skin Color: orange-yellow, Flesh Color: orange-yellow, Texture: soft, juicy, Weight: 20-30 grams","Size: 2-4 cm, Shape: oval, Skin Color: orange-yellow, Flesh Color: orange-yellow, Texture: soft, juicy, Weight: 20-30 grams,Scientific name: Prunus armeniaca, Origin: China, TSS value: 8.5%, Acidity: 0.5%, Taste: Sweet and Sour, Seed: One, Ripening Season: Mid-April to Mid-May, Nutritional Value: Vitamin C, Shelf life: 2-3 days"
120,Fruits,80910,Fresh Apricot,Apricot - Clutha Gold,This apricot variety is grown in New Zealand and is known for its beautiful golden color. The Clutha Gold apricot is a delicious and juicy fruit with a slightly tart flavor. This variety is in season from late December to early February.,"Size: 6-8 cm, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: soft, Weight: 30-40 g","Size: 6-8 cm, Shape: oval, Skin Color: orange, Flesh Color: orange, Texture: soft, Weight: 30-40 g,Scientific name: Prunus armeniaca, Origin: New Zealand, TSS value: 8.5%, Acidity: 0.5%, Taste: Sweet, Seed: 1-5, Ripening Season: March-April, Nutritional Value: Vitamin A, Vitamin C, Potassium, Shelf life: 2-3 days"
121,Fruits,80910,Fresh Apricot,Apricot - Imperial,"The Imperial apricot is a large, round fruit with a light orange skin and a sweet, fleshy interior. This variety is grown in California and is available from May to August. Imperial apricots are often compared to peaches in terms of taste and texture, making them a popular choice for snacks and desserts.","Size: 2-3 inches, Shape: oval, Skin Color: orange-yellow, Flesh Color: orange, Texture: smooth and soft, Weight: 30-40 grams","Size: 2-3 inches, Shape: oval, Skin Color: orange-yellow, Flesh Color: orange, Texture: smooth and soft, Weight: 30-40 grams,Scientific name: Prunus armeniaca, Origin: Central Asia, TSS value: 15-18%, Acidity: 0.5-0.7, Taste: sweet, ,Ripening Season April-May"
